product_name,protein_value,fat_value,carbohydrate_value,kcal_value
Приправа Maggi На второе для нежной курицы с чесноком и травами,6.300000191,32.9,23.8,434
Приправа Maggi На второе для пельменей по-уральски,5.5,16.2,57.9,402
Приправа Maggi На второе для плова с курицей,6,6.5,39.1,270
Приправа Maggi На второе для постных котлеток из фасоли с соусом,9.899999619,3,6.1,323
Приправа Maggi На второе для сочного жаркого из курицы с овощами,5.5,6.3,44.9,259
Приправа Maggi На второе для сочного мяса с чесночком и луком по-домашнему,1.899999976,3.9,51.4,255
Приправа Maggi На второе для сочного цыпленка табака,2.5,3.5,63.5,308
Приправа Maggi На второе для сочной курицы с травами,3.700000048,1.6,50.7,232
Приправа Maggi На второе для сочной курицы с чесноком,4.900000095,3.9,51,277
Приправа Maggi На второе для сочной курочки Карри,4.900000095,4.9,54,293
Приправа Maggi На второе для сочных ребрышек барбекю,5.400000095,3.7,56.6,298
Приправа Maggi На второе для сочных ребрышек с дымком,2.700000048,3.2,49.9,239
Приправа Maggi На второе для сочных тефтелек в сливочно-томатном соусе,9.899999619,3.2,62,329
Приправа Maggi На второе для хрустящих наггетсов с соусом тартар,5.300000191,4.6,68.6,342
Приправа Maggi На второе для чахохбили из курицы,7.800000191,3.4,50.4,264
Приправа Maggi Подлива домашняя золотистая,4.5,2.2,69,315
Приправа Maggi Универсальная,0.600000024,0.7,13,73
Приправа Vegeta Natur,4.400000095,0.9,28,152
Приправа Vegeta для говядины,9.399999619,1.7,27.1,161
Приправа Vegeta для гриля,9.100000381,1,30.8,169
Приправа Vegeta для картофеля,9,1.2,29.9,166
Приправа Vegeta для креветок,11.39999962,1.1,25.7,158
Приправа Vegeta для курицы,8.399999619,1.2,29.1,161
Приправа Vegeta для макаронных изделий,9.300000191,0.8,25.4,146
Приправа Vegeta для моркови по-корейски,8.199999809,1.2,28.5,158
Приправа Vegeta для плова,10.30000019,1.5,29.5,173
Приправа Vegeta для риса,11.39999962,0.8,24.8,152
Приправа Vegeta для рыбы,8.100000381,1.3,30.5,166
Приправа Vegeta для салата,8.800000191,0.6,29.8,160
Приправа Vegeta для салата с укропом,9.800000191,1.3,18,123
Приправа Vegeta для салата с чесноком,8.800000191,0.8,25.2,143
Приправа Vegeta для свинины,7.900000095,0.9,25.3,141
Приправа Vegeta для шашлыка,9.100000381,1.2,26.8,154
Приправа Vegeta Легкая,6,0.4,26.5,134
Приправа Vegeta Пряная,9.300000191,0.6,24,139
Приправа Vegeta Универсальная,8.5,0.6,24,137
Приправа Волшебное дерево Перец чесночный,11,2.6,43.3,250
Приправа грибная,2,2,4,40
Приправа Дерзкое яблоко,2.5,1,60,253
Приправа для баранины,2,6,25.5,144
Приправа для борща,10.30000019,1.5,29.5,173
Приправа для гуляша,6,2,25.5,144
Приправа для картофеля,6,2,25.5,144
Приправа для курицы,8.399999619,1.2,29.1,161
Приправа для моркови по-корейски,8.199999809,1.2,28.5,158
Приправа для мяса,6,2,25.5,144
Приправа для пельменей,6,2,25.5,144
Приправа для пиццы,10.39999962,1.5,29.5,173
Приправа для плова,10.30000019,1.5,29.5,173
Приправа для риса,11.39999962,0.8,24.8,152
Приправа для рыбы,8.100000381,1.3,30.5,166
Приправа для сала,8.399999619,1.2,29.1,161
Приправа для салата,11.39999962,0.8,24.8,152
Приправа для супа,10.30000019,1.5,29.5,173
Приправа для тыквенного пирога,5.800000191,12.6,69.3,412
Приправа для ухи,8.100000381,1.3,30.5,166
Приправа для фарша,6,2,25.5,144
Приправа для шашлыка,8.399999619,1.2,29.1,161
Приправа Кухенвиль для шашлыка,2.5,3.5,42,210
Приправа Маласянь,7.5,3.8,28.5,180
Приправа Мивина куриная,0.5,6.7,19.6,141
Приправа овощная,10.30000019,1.5,29.5,173
Приправа Смесь перцев,10.89999962,3.2,38.3,255
Приправа универсальная,7.800000191,0.7,12.8,89
Продукт Nemoloko овсяная S‘METANA 20%,5,20,10,240
Продукт Nemoloko овсяный YO'GURT Груша с овсяными хлопьями,5,5,16,130
Продукт Nemoloko овсяный YO'GURT Манго-Маракуйя,5,5,15,125
Продукт Nemoloko овсяный YO'GURT Персик,5,5,16,130
Продукт Nemoloko овсяный YO'GURT Черника,5,5,18,140
Проростки Русский Спраут Испанский горох (нут),7,1,20,110
Простокваша 0.1%,3,0.1,3.8,30
Простокваша 1%,3,1,4.1,40
Простокваша 2.5%,2.900000095,2.5,4.1,53
Простокваша 3.2%,2.799999952,3.2,4.1,58
Простокваша Останкинская 2.5%,2.799999952,2.5,4.2,51
Протеин Atletic Food Казеин 85 мицеллярный,85,2.5,9,363
Протеин Bionova Изолят горохового белка,81.69999695,4,0.8,371
Протеин BioTech USA Iso Whey Zero,85.59999847,1,2.9,362
Протеин BSN Lean Dessert Protein Shake,60,10,22.9,429
Протеин BSN Syntha-6,50,13.6,31.8,455
Протеин BSN Syntha-6 Isolate,65.80000305,3.9,18.4,368
Протеин CytoSport Complete Whey,72.69999695,6.8,9.1,409
Протеин CytoSport Monster Milk,64.09999847,11.5,21.8,449
Протеин CytoSport Muscle Milk,45.70000076,17.1,22.9,429
Протеин CytoSport Muscle Milk Light,50,12,24,400
Протеин Cytosport Whey Isolate,83.30000305,0,10,333
Протеин Dymatize All Natural Elite Whey Protein Isolate,72,6,12,375
Протеин Dymatize Elite Casein,75,1.6,12.5,344
Протеин Dymatize Elite Egg Protein,78.69999695,0,9.8,361
Протеин Dymatize Elite Fusion 7,52.29999924,13.6,25,432
Протеин Dymatize Elite Gourmet,63,4.5,15,360
Протеин Dymatize Elite Primal,96.40000153,0,1,393
Протеин Dymatize Elite Whey Protein Isolate,74.09999847,4.6,6.2,352
Протеин Dymatize Elite XT,63,4.5,18,375
Протеин Dymatize ISO-100,89.30000305,0,0,379
Протеин Fit Foods Mutant Whey,61.09999847,8.3,13.9,389
Протеин Garden of Life Grass Fed Whey сывороточный ванильный,75,0,18.7,375
Протеин Gaspari IntraPro,69.40000153,9.7,13.9,431
Протеин Gaspari MyoFusion,61.5,5.1,23.1,404
Протеин Geneticlab Nutrition Whey Pro Ваниль,75,9,9,416
Протеин Geneticlab Nutrition Whey Pro Печенье,74,8,9,398
Протеин Geon Excellent Whey Шоколад,77,9,8.4,460
Протеин Green Proteins подсолнечный,60,8.6,13,353
Протеин Hochdorf Ledor MO 80T,80.59999847,6.5,9.5,432
Протеин IronMaxx 100% Whey Protein,77.30000305,6.2,6.3,395
Протеин IronMaxx Musclin V.2.0,84.80000305,2.5,1.9,373
Протеин Jarrow Formulas из семян тыквы,60,6.7,13.3,400
Протеин Lactomin 80 Whey Protein Concentrate,80,5,5,370
Протеин Max Power Protein 100,70,4,9.6,350
Протеин Maxler 100% Gold Whey,75.69999695,6,15.1,394
Протеин Mt.Capra Clean Whey,80,3.3,10,400
Протеин Multipower 100% Whey Protein,75,5.6,10,392
Протеин Multipower Pure Whey Isolate 100,87,1.3,2.2,370
Протеин Multipower Whey Protein Iso Complex,75,1.7,15,373
Протеин Multipower Xplode,55,2.5,34,380
Протеин Muscle Rush Whey,80,5.7,14.3,429
Протеин Muscletech 100% Premium Whey Protein Plus,62,3,28,375
Протеин Muscletech Nitro Tech Hardcore Pro,75.80000305,4.5,9.1,394
Протеин Muscletech Nitro Tech Performance,83,4,3,388
Протеин MyProtein Impact Whey Isolate,86,0.3,6.6,374
Протеин MyProtein Impact Whey Protein,82,7.5,4,412
Протеин MyProtein Impact Whey Protein New,82,7.5,4,412
Протеин NL Мульти Кокосовый крем,72,0.8,5.9,328
Протеин NL Мульти Сливочное печенье,72,0.8,5.9,328
Протеин Now Foods Казеин мицеллярный,81,2,4.3,375
Протеин Optimum 100% Casein Gold Standard,75,1.6,9.4,375
Протеин Optimum 100% Egg Gold Standard,85.69999695,1.8,7.1,393
Протеин Optimum 100% Soy Protein,80.59999847,4.8,6.5,387
Протеин Optimum 100% Whey Gold Standard,75,3.8,12.5,375
Протеин Optimum 100% Whey Gold Standard Natural,75,3.8,12.5,375
Протеин Optimum Classic Whey,72.40000153,5.2,13.8,414
Протеин Optimum Performance Whey,56.40000153,10.3,23.1,410
Протеин Optimum Platinum Hydro Builder,57.70000076,4.8,15.4,346
Протеин Optimum Platinum Hydro Whey,76.90000153,2.6,5.1,359
Протеин Optimum Pro Complex,81.09999847,1.4,6.8,365
Протеин Panacea Изолят сывороточного белка,90,1,3,391
Протеин Performance Pure Whey,77.19999695,6.3,7.4,395
Протеин Performance Superior Protein Complex,80,2.3,4.8,360
Протеин Prime Kraft Cappuccino,74,6.5,10,395
Протеин PureProtein Multi Protein,70,5,22,412
Протеин PureProtein Soy Isolate Натуральный вкус,90,0,0,360
Протеин PureProtein Soy Isolate Шоколадное печенье,70,0.9,15,348
Протеин RLine Whey,65,8.3,14.6,393
Протеин RPS Whey Protein сывороточный,69.5,4.8,11,365
Протеин San Meta Force 5.0,78,6,6,390
Протеин Spirulinafood гороховый изолят 85%,85,5,3,357
Протеин Syntrax Essence,82.09999847,0,0,321
Протеин Syntrax Matrix Orange Cream,74.19999695,6.5,9.7,387
Протеин Syntrax Matrix Peanut Butter Cookie,65.80000305,7.1,17.1,400
Протеин Syntrax Matrix Perfect Chocolate,74,6.4,9.6,387
Протеин Syntrax Matrix Perfect Chocolate 5.0,74.19999695,6.4,9.5,393
Протеин Syntrax Nectar,85.19999695,0,0,333
Протеин Syntrax Nectar Naturals,85.19999695,0,0,333
Протеин Syntrax Nectar Sweets,85.69999695,0,0,357
Протеин Twinlab 100% Whey Protein Fuel,65.80000305,9.2,13.1,398
Протеин Ultimate ISO-Cool,88.5,0,0,354
Пюре из брокколи,2.799999952,0.4,6.6,34
Протеин Ultimate ISO-Sensation 93,93.80000305,0,3.1,406
Протеин Ultimate Isopreme Pure Bioactive Whey Isolate,85.69999695,2.9,5.7,383
Протеин Ultimate Prostar 100% Whey Protein,81,5.3,7,401
Протеин Ultimate Prostar Whey Gourmet Protein,83.30000305,3.3,6.7,400
Протеин Ultimate Protein Isolate,83.30000305,4.2,12.5,417
Протеин Weider 80 Plus,80,1.6,7,366
Протеин Weider Gold Whey Вишня-Шоколад,76.59999847,7,10.3,403
Протеин Weider Gold Whey Латте Макиато,76,6,9,390
Протеин Weider Gold Whey Страчателла,76.59999847,7,10,406
Протеин Ванситон Экстра,78,5,15,415
Протеин Щучинский МСЗ 70% сывороточный,70,10,12,420
Профитроли,9.600000381,16,18.7,253
Прошутто,22.60000038,20.9,0,279
Пряник Тульский,5.800000191,6.5,71.6,364
Пряник Тульский купеческий,7.300000191,8.6,68.2,380
Пряник Тульский с цукатами,5.5,6.8,71.4,363
Пряник Тульский шоколадный,9.100000381,7.8,67.2,381
Пряники Имбирные,5.900000095,6.5,70.5,353
Пряники Карусели Сладкий сказ шоколадные,7.599999905,7.1,73,380
