product_name,protein_value,fat_value,carbohydrate_value,kcal_value
Паста соевая,8.300000191,20.2,21.7,301
Паста соевая БиС,9,20,12,264
Паста соевая БиС со вкусом грибов,9,20,12,264
Паста СытоЕдов Карбонара с сыром и беконом в сливочном соусе,8.699999809,10.4,28.2,241
Паста Том Ям Aroy-D,6,15.6,31.7,294
Паста Увелка в соусе Песто,9,8.5,52,350
Паста фисташковая Орехпром,6,43,35,550
Паста шоколадная Bombbar с фундуком,20,38,9.4,490
Паста шоколадная Fundelina Лесной орех и банан,5.400000095,32.4,58.4,540
Паста шоколадная Vizyon для моделирования Тёмный шоколад,1.700000048,19,69,456
Паста шоколадная БиС соевая,6,25,25,349
Пастернак,1.399999976,0.5,9.2,47
Пастила,0.5,0,80.8,310
Пастила Ecohrum Черника без сахара,5.5,7.1,68,313
Пастила Ecohrum Шпинат-Мята без сахара,0.800000012,0.2,28,117
Пастила Белёвская мануфактура Ягодное ассорти,4,0,65,276
Пастила ВкусВилл Белёвская без сахара,0.300000012,0.6,75.8,310
Пастила Шарлиз с ароматом ванили,0.600000024,0.1,83.5,313
Пастила Шарлиз с кусочками мармелада,0.5,0.1,83.8,312
Пастила Шармэль Ванильная,0.5,0,79,320
Пастила Шармэль Йогурт,0.300000012,0,75,302
Пастила Шармэль Клубника со сливками,1,0,78,318
Пастила Шармэль Клюквенная,0.5,0,79,320
Пастила яблочная,0.300000012,0,73.5,294
Пастрома из мяса птицы,22,2,0,110
Пастушья сумка,0.699999988,0.1,5.2,29
Патиссон,0.600000024,0.1,4.3,19
Патиссон консервированный,3.900000095,0,2,18
Патока,0,0.3,78.3,296
Патока кукурузная,0,0.3,78.3,316
Патэ Егорьевская ФКГ из гречки с грибами,6,17,8,209
Патэ Егорьевская ФКГ из фасоли,6.5,18,10.5,230
Пахлава Muharram Дюрум,4.5,17.5,46,343
Пахта 0.5%,3.400000095,0.5,4.7,37
Пахта 1%,3.299999952,1,4.7,40
Пачули,0,0,0,1
Паштет Grand-Mere печеночный классический,8.100000381,33,4.4,339
Паштет Grand-Mere печеночный с грибами,7.599999905,30,4.4,314
Паштет Grand-Mere печеночный с зеленью,7.699999809,31,4.4,323
Паштет Grand-Mere печеночный с паприкой,7.599999905,30,4.4,314
Паштет Setra гусиный,9,28,1.5,294
Паштет Setra из индейки,9,30,3,318
Паштет Setra из куриной печени,10,28,3,300
Паштет Setra лососёвый,11,14.9,5.5,200
Паштет Setra утиный,9,28,1.5,294
Паштет VolkoMolko из семечек Томатный с зеленью,7.599999905,26.8,9.6,310
Паштет из говяжьей печени,18.10000038,11.1,7,177
Паштет Магуро из тунца,17,27,2.8,322
Паштет мясной,15,11,0,170
Паштет Мясной выбор печеночный Гусь,10,25,5,285
Паштет печеночный говяжий классический,9.399999619,18.7,2.5,217
Паштет РузКом печеночный со сливочным маслом,9,29,0,297
Паштет Самокат из индейки с шампиньонами и прованскими травами,12.10000038,23.2,2.8,268
Пекмез можжевеловый,0.800000012,0.2,57.6,259
Пекмез рожкового дерева,3.200000048,0.5,59,263
Пекмез финиковый,1.100000024,0.5,57,271
Пекмез шелковицы,1,0.5,61,294
Пектин,0,0,89.6,336
Пеламида,22.39999962,14.2,0,217
Пеленгас,18,5,0,84
Пельмени,11.89999962,12.4,29,275
Пельмени Горячая штучка Grandmeni с говядиной в сливочном соусе,8,15,23,260
Пельмени Горячая штучка Grandmeni с говядиной и свининой,12,8,24,220
Пельмени Горячая штучка Grandmeni со сливочным маслом,8,15,23,260
Пельмени Горячая штучка Бигбули с мясом,8,10,29,240
Пельмени Давняя Традиция с индейкой,11.5,11.2,22.2,202
Пельмени ДмитроГорский продукт Домашние,12,16,28,304
Пельмени Мираторг для жарки,9,22,30,350
Пельмени Мираторг Домашние,8,16,28,290
Пельмени с говядиной,12,8,38,292
Пельмени с говядиной и свининой,11,14,25,270
Пельмени с индейкой,13,4,26,207
Пельмени с куриным мясом,11,6,23,210
Пельмени с рыбой,15,7,24,210
Пельмени со свининой,8,20,28,300
Пельмени ФХ Герасименко без глютена Говядина и свинина,13,11,25,251
Пельмени ФХ Герасименко без глютена Томаты и тофу,8.5,6,30,210
Пельмени ФХ Герасименко без глютена Филе индейки,15,10,20,230
Пенне Myllyn Paras,10.39999962,1.1,71.5,344
Пепино,0,0,20,80
Пепси,0,0,8.7,38
Перепелка,21.79999924,4.5,0,134
Перец анчо сушеный,11.89999962,8.2,29.8,281
Перец белый,10.39999962,2.1,42.4,296
Перец белый молотый,10.39999962,2.1,42.4,296
Перец водяной (горец перечный),0.100000001,0.1,0.1,1
Перец длинный чёрный,10.89999962,3.2,38.3,255
Перец душистый,6.099999905,8.7,50.5,263
Перец зелёный горошек,2,0.2,7.9,40
Перец кайенский,0.699999988,0.2,9.8,43
Перец красный молотый,0.699999988,0.3,4.6,21
Перец мини,1.299999952,0,5.7,27
Перец пепперони,1.399999976,0.6,5.9,30
Перец пири-пири,2,0.2,9.5,40
Перец Рамиро,1.299999952,0.1,5.2,30
Перец ратунда,1.299999952,0.1,4.9,26
Перец розовый горошек,0.100000001,0,0.1,10
Перец серрано,1.700000048,0.4,3,32
Перец сладкий 4 сезона нарезанный,1.299999952,0.1,5.4,27
Перец сладкий жёлтый,1.299999952,0,5.3,27
Перец сладкий замороженный,1.299999952,0,5.7,27
Перец сладкий зелёный,1.299999952,0,6.9,33
Перец сладкий красный,1.299999952,0,5.3,27
Перец сладкий маринованный,1.299999952,0.1,4.9,25
Перец хабанеро,2,0.2,9.5,40
Перец халапеньо,1.399999976,0.6,5.9,30
Перец чёрный горошек,14.69999981,3,41.6,252
Перец чёрный молотый,10.39999962,3.3,38.7,251
Перец чили,2,0.2,9.5,40
Перец чили Росагропром красный молотый,13.80000019,14,50,282
Перец чипотле,11.89999962,8.2,29.8,281
"Перец японский (сычуанский, китайский)",10.39999962,2.1,42.4,296
Перилла,0,0,0,0
Перловая каша на воде,3.099999905,0.4,22.2,109
Перловая каша рассыпчатая,3.099999905,0.4,23,106
Перловая крупа,9.300000191,1.1,73.7,320
Перловая крупа Makfa,9.300000191,1.1,66.9,315
Перловая крупа Makfa в пакетиках,9.300000191,1.1,66.9,315
Перловая крупа Мистраль Барли,12.10000038,0.8,73.4,349
Персик,0.899999976,0.1,11.3,46
Персик сушёный,3,0.4,57.7,254
Персики консервированные,0.300000012,0.1,14.7,68
Персиковый компот,0.5,0,19.9,78
Персиковый нектар,0.200000003,0,9,38
Персиковый сок,0.899999976,0.1,9.5,40
Петрушка,3.700000048,0.4,7.6,47
Петрушка (корень),1.5,0.6,10.1,49
Петрушка сушеная,22.39999962,4.4,21.2,276
Печенье,7.5,11.8,74.9,417
Печенье Bombbar Кето Кокосовый птифур с миндалём,20,32.5,5.1,431
Печенье Bombbar протеиновое арахис,20,8.4,2.9,167
Печенье Bombbar протеиновое шоколад,18,9.9,5.1,182
Печенье FITKIT Choco Protein Cookie Banana Desert (Банановый Десерт),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Blueberry Parfait (Черничное Парфе),25.60000038,17.2,22.6,367
Печенье Подружки Печенюшки сахарное,8,9,73,410
Печенье FITKIT Choco Protein Cookie Cappuccino (Капучино),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Caramel Mousse (Карамельный Мусс),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Cherry Pie (Вишневый Пирог),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Coconut Flan (Кокосовый Флан),25.60000038,19,21.6,379
Печенье FITKIT Choco Protein Cookie Double Chocolate (Двойной Шоколад),25.60000038,19.6,23.2,391
Печенье FITKIT Choco Protein Cookie Honey Mousse (Медовый Мусс),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Mint Ice Cream (Мятное Мороженое),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Orange Nectar (Апельсиновый Нектар),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Raspberry Yogurt (Малиновый Йогурт),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Strawberry Jam (Клубничное Варенье),25.60000038,17.2,22.6,367
Печенье FITKIT Choco Protein Cookie Sweet Cheese (Сладкий Сыр),25.60000038,17.2,22.6,367
Печенье FITKIT Extra Protein Cake Chocolate Fondant (Шоколадный Фондан),24.60000038,10.5,24.2,315
Печенье FITKIT Extra Protein Cake Triple Chocolate (Тройной Шоколад),24.60000038,10.5,24.2,315
Печенье FITKIT Protein Cake Banana Pudding (Банановый Пудинг),25.70000076,6.4,23,280
Печенье FITKIT Protein Cake Chocolate Mint (Шоколад-Мята),25.70000076,6.4,22.7,279
Печенье FITKIT Protein Cake Chocolate-Coffee (Шоколад-Кофе),25.70000076,6.4,23.2,280
Печенье FITKIT Protein Cake Double Chocolate (Двойной Шоколад),25.70000076,6.6,23.6,284
Печенье FITKIT Protein Cake Honey Cream (Медовый Крем),25.70000076,6.4,23,280
Печенье FITKIT Protein Cake Lemon-Lime (Лимон-Лайм),25.70000076,6.4,23,280
Печенье FITKIT Protein Cake Peanut Paste (Арахисовая Паста),25.70000076,7,23.7,288
Печенье FITKIT Protein Cake Pistachio Cream (Фисташковый Крем),26,6.1,22.8,276
Печенье FITKIT Protein Cake Romovaya Baba (Ромовая Баба),25.70000076,6.1,22.8,276
Печенье FITKIT Protein Cake Strawberry Cream (Клубничный Крем),25.70000076,6.4,23,280
Печенье FITKIT Protein Cake Tropical Coconut (Тропический Кокос),26,6.7,22.7,282
Печенье FITKIT Protein Cookie Bubble Gum (Бабл-Гам),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Chocolate-Hazelnut (Шоколад-Фундук),27.5,14.8,19,341
Печенье FITKIT Protein Cookie Coconut Cream (Тропический Кокос),27.5,14.8,17.8,336
Печенье FITKIT Protein Cookie Coffee (Кофе),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Cola (Кола),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Double Chocolate (Двойной Шоколад),27.5,15.5,19.8,351
Печенье FITKIT Protein Cookie Lemon-Lime (Лимон-Лайм),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Lollipop (Леденец),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Orange Juice (Апельсиновый Сок),27.5,12.5,19,321
Печенье FITKIT Protein Cookie Peanuts Caramel (Арахис-Карамель),27.5,14.8,19,341
Печенье FITKIT Protein Cookie Pistachio Mousse (Фисташковый Мусс),27.5,14.8,19,341
Печенье MyProtein Cookie,51,13.2,27,427
Печенье Oreo Chocolate Cream,5.900000095,20.6,66.5,475
Печенье Oreo Original,4.900000095,20.8,68,478
Печенье Solvie протеиновое Кокос в глазури,33.29999924,13.2,9,288
Печенье Wagon Wheels,5.099999905,15.6,66.9,431
Печенье Анзак,5.400000095,21.4,53.6,415
Печенье Брянская изюминка мини,6.800000191,16.3,66.5,440
Печенье Грибочки,3.599999905,7.9,69.6,367
Печенье Деревенское,8.100000381,26.8,57.8,444
Печенье детское бегемотик Бонди с железом,8.399999619,11.5,70,403
Печенье детское бегемотик Бонди с йодом,8.399999619,11.5,70,403
Печенье детское бегемотик Бонди с кальцием,8.399999619,11.4,70,401
Печенье детское Расти большой овсяное,8,11,73,424
Печенье детское Расти большой с бананом,8,11,73,423
Печенье Дымка добрые сладости Полезное со злаками сахарное,8,9,60,353
Печенье Карусели Сладкий сказ молочное,7.5,18,70,500
Печенье Кокосанка,7,22.7,64.2,479
Печенье Крекер,11.30000019,13.4,67.1,352
Печенье Курабье,6.699999809,25.8,64.6,516
Печенье Любятово Мария традиционное,8,9.5,72,410
Печенье Маркиза,7.300000191,29.3,68.9,568
Печенье миндальное,7,22.7,64.7,486
Печенье овсяное,6.5,14.4,71.8,437
Печенье Пампини ЧикиЛайфф с творожной начинкой,4.699999809,16.1,55,383
Печенье Посиделкино овсяное с шоколадными кусочками,5.800000191,17.6,70.1,436
Печенье с ароматом топленого молока,7.199999809,26.5,63,519
Печенье Савоярди,8.5,3.8,76.6,378
Печенье сдобное,10.39999962,5.2,76.8,458
"Печенье Семейка ОЗБИ с изюмом, яблоком и корицей",7.5,11.9,67.3,406
Печенье Сладкий Край Творожное сдобное,6.400000095,17.8,56.8,412
Печенье Слоёные ушки,6.400000095,29,57,520
Печенье Спартак с фруктозой,8.5,17.4,64.6,450
Печенье Три-О Акконд пломбир,4.5,17,67,439
Печенье Хворост,8.800000191,3.7,42.5,283
Печенье Хлебный Спас овсяное Злаковое ассорти на фруктозе,6.5,19.5,60,440
Печенье Хлебный Спас сдобное со злаками,6.599999905,16,64,436
Печенье Шакер бура,5.699999809,21,31,335
Печенье Шакер чурек,5,19.8,49.9,416
Печенье Юбилейное традиционное,7.599999905,19.5,65.5,465
Печенье Юбилейное утреннее с какао,8.800000191,17.1,70,447
Печеньице детское Heinz,8.5,8.5,79,427
Печеньице детское Heinz 6 злаков,8.5,8.5,79,427
Печеньице детское Heinz Какао,9,8,79.5,426
Пиво Asahi Super Dry,0,0,3.1,41
Пиво BagBier,0,0,4.6,42
Пиво Bavaria Premium Pilsener,0,0,3.8,42
Пиво Bernard Černe,0,0,4.7,48
Пиво Budweiser Budvar Original,0,0,3,44
Пиво Carlsberg,0,0,3.9,45
Пиво Efes Fusion,0,0,4.5,44
Пиво Efes Pilsener,0,0,4.7,46
Пиво Erdinger Weißbier,0,0,2.6,44
Пиво Franziskaner,0,0,2.5,46
Пиво Franziskaner Dunkel,0,0,2.5,46
Пиво Gambrinus Premium,0,0,4.4,44
Пиво Gold Mine Beer,0,0,4.6,42
Пиво Gold Mine Beer Fresh Lemon,0,0,5.5,43
Пиво Green Beer,0,0,3.1,49
Пиво Grolsh Premium,0,0,3.1,40
Пиво Guinness Draught,0,0,3,35
Пиво Guinness Extra Stout,0,0,3,44
Пиво Hacker-Pschorr,0,0,2.7,46
Пиво Hoegaarden,0,0,3.8,45
Пиво Holsten Premium,0,0,3.2,43
Пиво Kaltenberg,0,0,4.6,42
Пиво Kilkenny красное,0,0,2.9,41
Пиво Kronenbourg 1664,0,0,4.6,44
Пиво Kronenbourg 1664 Blanc,0,0,4.2,47
Пиво Krušovice Imperial,0,0,4.4,43
Пиво Krušovice Чёрное,0,0,3.9,36
Пиво MegaBier,0,0,4.6,42
Пиво Miller Genuine Draft,0,0,3.5,45
Пиво Paulaner Hefe-Weißbier,0,0,2.6,47
Пиво Pilsner Urquell,0,0,4.4,45
Пиво Staropramen,0,0,3.6,35
Пиво Stella Artois,0,0,4.7,46
Пиво Tuborg Black,0,0,3.3,41
Пиво Tuborg Green,0,0,4.6,42
Пиво Tuborg Lemon,0,0,3.7,41
Пиво Velkopopovický Kozel Černý,0,0,3.8,36
Пиво Velkopopovický Kozel Premium,0,0,4.3,43
Пиво Velkopopovický Kozel Světlý,0,0,3.4,36
Пиво Zatecky Gus,0,0,3.6,41
Пиво Арсенальное Живое,0,0,3.9,39
Пиво Арсенальное Классическое,0,0,3.7,41
Пиво Арсенальное Крепкое,0,0,4,57
Пиво Арсенальное Традиционное,0,0,3.8,45
Пиво Арсенальное Экстра Крепкое,0,0,4.3,65
Пиво Афанасий Крафтовое безалкогольное,0,0,3.7,40
Пиво Балтика LITE,0,0,3.5,37
Пиво Балтика Кулер,0,0,3.4,41
Пиво Балтика Кулер Лайм,0,0,3.4,41
Пиво Балтика №0 Безалкогольное,0,0,6.1,33
Пиво Балтика №1 Легкое,0,0,4.8,39
Пиво Балтика №2 Светлое,0,0,3.4,41
Пиво Балтика №3 Классическое,0,0,4.8,42
Пиво Балтика №4 Оригинальное,0,0,4.8,54
Пиво Балтика №5 Золотое,0,0,3,45
Пиво Балтика №6 Портер,0,0,4.9,61
Пиво Балтика №7 Экспортное,0,0,3.4,45
Пиво Балтика №8 Пшеничное,0,0,3.4,45
Пиво Балтика №9 Крепкое,0,0,3.7,60
Пиво безалкогольное,0,0,4.7,26
Пиво Белый медведь Светлое,0,0,4.6,42
Пиво Большая кружка Крепкое,0,0,4.8,54
Пиво Большая кружка Янтарное,0,0,3.4,34
Пиво Брама,0,0,4.5,45
Пиво Волга Янтарное Специальное,0,0,4.7,46
Пиво Жигулевское,0,0,4.6,42
Пиво Золотая бочка Классическое,0,0,4,45
Пиво Золотая бочка Разливное,0,0,4.1,48
Пиво Золотая бочка Светлое,0,0,4.6,42
Пиво Клинское Мохито,0,0,4.6,42
Пиво Клинское Светлое,0,0,4.6,42
Пиво Невское ICE,0,0,4.6,42
Пиво Невское Живое,0,0,4.2,45
Пиво Невское Классическое,0,0,4.7,46
Пиво Невское Оригинальное,0,0,5.3,50
Пиво Невское Светлое,0,0,4.6,42
Пиво Оболонь Lager,0,0,4,45
Пиво Оболонь Бархатное,0,0,4.9,53
Пиво Оболонь Безалкогольное,0,0,4.1,22
Пиво Оболонь Белое,0,0,3.4,43
Пиво Оболонь Премиум,0,0,3.3,45
Пиво Оболонь Пшеничное,0,0,4,47
Пиво Оболонь Светлое,0,0,3.3,41
Пиво портер,0,0,4.9,61
Пиво светлое,0.300000012,0,4.6,42
Пиво светлое 1.8%,0.200000003,0,4.3,29
Пиво светлое 2.8%,0.600000024,0,4.8,37
Пиво светлое 4.5%,0.600000024,0,3.8,45
Пиво светлое живое,0,0,3.7,39
Пиво Сибирская корона Безалкогольное,0,0,4.7,26
Пиво Сибирская корона Золотистое,0,0,3.9,39
Пиво Сибирская корона Классическое,0,0,4.7,46
Пиво Сибирская корона Лаймъ,0,0,4.6,42
Пиво Славутич Ice,0,0,4.6,42
Пиво Славутич Премиум,0,0,4.6,45
Пиво Славутич Светлое,0,0,4.6,42
Пиво Сокол Кола,0,0,4.8,48
Пиво Старый мельник Золотое,0,0,4.7,46
Пиво Старый мельник Из бочонка,0,0,4.7,46
Пиво Старый мельник Из бочонка мягкое,0,0,3.9,38
Пиво тёмное,0.300000012,0,5.7,48
Пиво эль,0,0,2.9,41
Пиво Ярпиво Крепкое,0,0,5.8,54
Пиво Ярпиво Ледяное,0,0,4.6,42
Пиво Ярпиво Оригинальное,0,0,4.6,42
Пиво Ярпиво Светлое,0,0,4.2,38
Пиво Ярпиво Хлебное,0,0,4.1,43
Пиво Ярпиво Янтарное,0,0,4.7,46
Пикша,17.20000076,0.2,0,71
Пирог Сдобная особа Завитушка Сливочный мусс и шоколад,5.400000095,16,53,380
Пирог Сдобная особа Завитушка Шоколад и орех,7,21,47,400
Пирог Сдобная особа с начинкой абрикос,4.300000191,13.8,59.1,378
Пирог Сдобная особа с начинкой вишня,4,14.1,56.3,370
Пирог Сдобная особа с начинкой голубика,4.300000191,13.8,59.1,378
Пирог Сдобная особа с начинкой клубника,4.300000191,13.6,59,376
Пирожное Choco Pie Lotte,4,18,64.9,438
Пирожное Choco-Pie,3.599999905,16.1,70.9,430
Пирожное Delibon бисквитное с молоком глазированное,5.400000095,30.6,46.8,487
Пирожное Kinder Delice с молочной начинкой,5.900000095,29,42.6,455
Пирожное Kinder молочный ломтик,8.199999809,27.9,34,420
Пирожное Konti Timi с малиной и сливками,4.5,14,62,370
Пирожное Mirel Муравейник,7,19,60,440
Пирожное Mirel Эклер с заварным кремом,7.599999905,18.5,37.2,346
Пирожное ВкусВилл Колечки заварные Воздушные,2.299999952,26.4,66,511
"Пирожное ВкусВилл Макарон ассорти Ваниль, Фисташка, Манго/Маракуйя",9.399999619,22.8,68,515
Пирожное Воздушное,3.099999905,16.3,68.5,419
Пирожное Йогуртовое,7,24.6,26.1,352
Пирожное Картошка с карамельной начинкой,3.700000048,20,47.6,355
Пирожное Картошка с кремом,4.300000191,19.7,48.9,392
Пирожное Коктейль,2,13.8,59.5,384
Пирожное Корзиночка крем-брюле,2.799999952,21.5,46.2,392
Пирожное Корзиночка с белковым кремом,1.899999976,13.7,59.3,372
Пирожное Корзиночка с грибочками,1,27.5,54.9,461
Пирожное Корзиночка с клубничкой,1.200000048,22.4,55.8,434
Пирожное Корзиночка с фруктами,0.800000012,17.3,42.5,380
Пирожное Корзиночка со сливками и конфитюром,0.699999988,18.7,48.4,365
Пирожное Медвежонок Барни с шоколадной начинкой,5.800000191,15.2,59.1,390
Пирожное Орешек,5.800000191,16.5,49.1,397
Пирожное Песочное кольцо с орехами,4.800000191,9.2,55.3,420
Пирожное Полено,4.800000191,22.2,47.1,368
Пирожное Творожное кольцо,11.19999981,16.7,24.8,326
Пирожное Трубочка с кремом,1.700000048,25.2,50.9,454
Пирожное Эклер с кремом,3.200000048,30.8,36.2,439
Пирожок песочный с повидлом,5.900000095,21.1,56.3,437
Пита,7.400000095,0.8,49.9,242
Питайя,0.5,0.3,12,50
Пицца Casa Nostra Ассорти,11.39999962,8.5,29.8,261
Пицца Casa Nostra Ветчина-Сыр,8.5,7.2,29.6,235
Пицца Casa Nostra Грибы-Сыр,9.399999619,4.7,29.2,203
Пицца la Trattoria Ассорти,10.5,12.9,26.2,263
Пицца Ristorante Bolognese,8.699999809,9.5,22.9,213
Пицца Ristorante Calzone Speciale,11.19999981,13.9,21.9,258
Пицца Ristorante Formaggi and Pomodori,7.699999809,11.6,23.9,232
Пицца Ristorante Funghi,7.800000191,12.3,22.9,235
Пицца Ristorante Hawaii,8.600000381,8.6,25.7,215
Пицца Ristorante Mozzarella,10.5,13.6,24.3,262
Пицца Ristorante Pepperoni-Salame,10.10000038,14.1,25.8,272
Пицца Ristorante Piccola Mozzarella,10,12.7,22.8,246
Пицца Ristorante Piccola Salame,10,13.5,25.4,264
Пицца Ristorante Prosciutto,10.10000038,10.1,24.1,228
Пицца Ristorante Quattro Formaggi,10.80000019,14,24.1,267
Пицца Ristorante Salame,10.39999962,14,26.3,273
Пицца Ristorante Speciale,10,13.3,23.5,255
Пицца Ristorante Vegetale,6.699999809,9.1,22.2,198
Пицца Гранд Меню Мясное ассорти,10,12,13,240
Пицца Красная цена с колбасой,6.599999905,10.1,27.3,227
Пишмание,3.299999952,12,83.3,455
Плетёнка с кунжутом,7.900000095,2.7,51.5,267
Плетёнка с маком,7.900000095,2.7,51.5,267
Плов Готово! с грибами,7,1,65,300
Плоды дерева ши (карите),0,0,0,0
Плотва свежая,17.5,2,0,88
Плуот,1.200000048,0.1,11,57
Плюшка,7.599999905,8.8,56.4,334
Плюшка Московская,7.599999905,8.7,57.2,330
Повидло абрикосовое,0.300000012,0,64,242
Повидло апельсиновое,0.5,0.1,41.5,254
Повидло вишневое,0.5,0.1,95.4,250
Повидло грушевое,0.100000001,0.1,56.8,215
Повидло из киви,0.200000003,0.3,35.4,136
Повидло из крыжовника,1,0,46,181
Повидло из чёрной смородины,1,0,73,284
Повидло клубничное,0.5,0.1,61.5,244
Повидло малиновое,0,0,57.1,231
Повидло сливовое,0.600000024,0.5,73.6,285
Повидло яблочное,0.400000006,0,40,190
Подберёзовики свежие,2.299999952,0.9,3.7,31
Подберёзовики сушёные,23.5,9.2,14.3,231
Подорожник,0.400000006,0.1,7,26
Подосиновики свежие,4.099999905,0.7,1.8,22
Подосиновики сушёные,35.40000153,5.4,33.2,315
Подушечки 365 дней с молочной начинкой,7,15,68,435
Подушечки 365 дней с шоколадной начинкой,7.5,17,59,420
Подушечки ХРУСтепка шоколадные с кремовой начинкой,8.600000381,31,85.6,615
Подушечки хрустящие с молочной начинкой,7.599999905,15.5,66.2,435
Полба,14.69999981,2.2,61.2,337
Полба Увелка в пакетиках для варки,15,2,73,370
Полбяная каша на воде,5.5,0.9,26.5,127
Полынь,1.5,0,5,25
Польский гриб,1.700000048,0.7,1.5,19
Помело,0.600000024,0.2,6.7,32
Попкорн карамельный,5.300000191,8.7,76.1,401
Попкорн солёный,7.300000191,13.5,62.7,407
Попкорн сырный,5.800000191,30.8,50.1,506
Поросенок молочный,20.60000038,3,0,109
Портвейн,0.400000006,0,12,163
Портобелло жареные на гриле,4.300000191,0.8,2.7,35
Портобелло свежие,2.5,0.2,3.6,26
Портулак,1.299999952,0.1,3.4,17
Посыпка кондитерская,4.599999905,10.2,73.9,395
Пражский пай Сдобная особа земляника,4.699999809,18,54.5,398
Пражский пай Сдобная особа карамель,4.900000095,19.5,55.7,424
Пражский пай Сдобная особа шоколадно-ореховый,5.099999905,19,55,418
Приправа Easy Food Лук жареный сушеный,11.5,1.1,54.6,274
Приправа Easy Food Овощная смесь,5.699999809,3,49.7,200
Приправа Gallina Blanca 15 овощей,9.5,2.5,31.5,187
Приправа Gallina Blanca 15 трав и специй,11.69999981,1.7,29,178
Приправа Gallina Blanca Универсальная,7.800000191,0.7,12.8,89
Приправа Kamis для Варки пельменей,10.10000038,3.4,19.8,177
Приправа Kamis к Блюдам из картофеля,9.300000191,3.6,19.8,182
Приправа Kamis к Мясу,9.899999619,6.6,18.8,213
Приправа Kamis к Узбекскому плову,8.5,5.5,22,190
Приправа Kamis Карри,12,10,26,280
Приправа Kamis Лимонная к рыбе,4.099999905,0.9,46.6,221
Приправа Kamis Прованские травы,15.5,6.5,20.9,204
Приправа Kamis Томаты базилик и чеснок,14,1,54,310
Приправа Kamis Травы Сицилии,15,3,36,280
Приправа Kamis Хмели-сунели,15.39999962,9.6,16.2,218
Приправа Knorr Ароматная для борща,8.5,7,36,241
Приправа Knorr Ароматная для мяса,6,2,25.5,144
Приправа Knorr Ароматная для рыбы,5.5,4,59,294
Приправа Knorr Ароматная Классика овощей,8,1.5,23,138
Приправа Knorr Бульон говяжий Душа обеда,6.599999905,4.6,3.9,83
Приправа Knorr Бульон куриный Душа обеда,6.599999905,6.5,4.6,103
Приправа Knorr Для плова,6,2.5,47,225
Приправа Knorr Секрет сациви,6,6.5,55,307
Приправа Kotanyi для салата Цезарь,3.700000048,2.7,69,327
Приправа Kotanyi Итальянские травы,10,8.4,46.6,339
Приправа Kotanyi Кавказские травы,17.20000076,4.4,27.1,253
Приправа Maggi Cупер весенняя зелень,0.800000012,2.6,11.9,75
Приправа Maggi Букет приправ для курицы,6.199999809,2.2,23.9,144
"Приправа Maggi Букет приправ с зеленью, специями и овощами",1.299999952,1.4,29,138
Приправа Maggi Говяжий бульон на косточке,3.799999952,9.8,28.1,218
Приправа Maggi Дары природы,4.699999809,8.8,32.8,231
Приправа Maggi для салата Цезарь,7.300000191,3.6,7.3,364
Приправа Maggi Душистый пучок,1.200000048,5.4,14.2,111
Приправа Maggi Зажарка из лука и моркови,3.799999952,11.5,36.9,267
Приправа Maggi Зажарка со сладким перцем,5,10.7,31.3,242
Приправа Maggi Заправка для борща,1.600000024,0.8,18,93
Приправа Maggi Заправка Для кислых щей,2,2.2,19.5,106
Приправа Maggi Куриный бульон,0.300000012,2.1,9.6,59
Приправа Maggi Куриный бульон Золотой,0.800000012,9.9,22.7,186
Приправа Maggi Куриный бульон с овощами и зеленью,1.200000048,9.7,25.5,194
Приправа Maggi На второе для гречки по-купечески,7.199999809,5.1,53,301
Приправа Maggi На второе для гуляша,8.5,4.1,60,331
Приправа Maggi На второе для домашних колбасок по-баварски,8.899999619,2.7,59.6,306
Приправа Maggi На второе для жюльена из курицы и грибов,2.200000048,3.2,73,334
Приправа Maggi На второе для запеканки из макарон с мясом по-итальянски,5,2.7,59,283
Приправа Maggi На второе для котлет,10,2.6,58.7,299
Приправа Maggi На второе для куриных крылышек барбекю,4.699999809,8.8,32.8,231
Приправа Maggi На второе для курицы по-французски,4.5,0.6,70,307
Приправа Maggi На второе для макарон в сливочно-сырном соусе с курицей и грибами,4.099999905,2.6,69,319
Приправа Maggi На второе для макарон в томатно-мясном соусе Болонез,9,3.2,58,314
Приправа Maggi На второе для мясного рулета с яйцом и сыром,7.599999905,2.5,62.4,302
Приправа Maggi На второе для мясных ежиков с рисом и морковью,4.5,3,50.3,249
Приправа Maggi На второе для нежной курицы по-итальянски,6.099999905,32,27,437
